SAP_HR_NUMBER;EMPLOYEE_GROUP;EMPLOYMENT_STATUS;AVAILABILITY_STATUS;AVAILABILITY_REASON;KAPIS_KEY;COMPANY_CODE;EMPLOYMENT_COMPANY;EMPLOYMENT_LOCATION;EMPLOYMENT_BUSINESS_UNIT;EMPLOYMENT_DIVISION;DEPARTMENT;DEPARTMENT_NAME;WORKING_COMPANY;WORKING_LOCATION;WORKING_DIVISION;WORKING_BUSINESS_UNIT;SHARED_SERVICE;SHARED_SERVICE_FUNCTION;POSITION;MANAGER;HRBP;COST_CENTER;START_DATE;END_DATE;EADS_CONTRACT_STATUS;PRIMARY_PIR;PREFERRED_LANGUAGE;COMPANY_CAR_CODE;COMPANY_COUNTRY;PERSONAL_SUBAREA;PERSONAL_SUBAREA_LABEL;PERSONAL_AREA;PERSONAL_AREA_LABEL;ORGANIZATIONAL_UNIT;WORKINGCOUNTRY;TEMPORARY_AGENCY;CORPID_ITERATION_NUMBER;WORKFORCEID;CLOCKNUMBER;BAND;JOB_TITLE;CORPORATE_ID;LAST_NAME;ICAO_LAST_NAME;BIRTH_NAME;FIRST_NAME;ICAO_FIRST_NAME;PRIMARY_LAST_NAME;SECOND_LAST_NAME;PREFIX;TITLE;PLACE_OF_BIRTH;DATE_OF_BIRTH;GENDER;NATIONALITY;ADDITIONAL_NATIONALITIES;INITIALS;GENDER_TITLE;PREFERRED_NAME;KPI_EADS_ID;KPI_EPS_CREATION;KPI_HRBP_SENT;EMPLOYMENT_SUB_BU;WORKING_SUB_BU;EEDB_SIGLUM;PRESUMED_LEAVE;Root Function
99099082;1;Active;AVAI;;1202;1202;;SYDNEY;AD;AD;VGUZIOI;VGU TESTS 2;1202;Sydney;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;01.10.2018;1;1;AU;;AU;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;AU;;3;68033;;ZRO;Bundle Manager Test 6;9999936;GELATI;GELATI;GELATI;VGU-Fraise;;;;;;MELBOURNE;20.06.1977;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099083;1;Active;AVAI;;1253;1253;;PISE;AD;AD;VGUZIOI;VGU TESTS 3;1253;Pise;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;01.10.2018;1;1;IT;;IT;VGUY00M;Firenze AUSTRALIA;XFA1;Etablis. ITALY;12002882;IT;;3;68033;;ZRO;Bundle Manager Test 7;9999937;PANETONE;PANETONE;PANETONE;VGU-Raisin;VGU-RAISIN;;;;;Venezia;20.06.1980;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099084;1;Active;AVAI;;4289;10;;Friedrichshafen;AD;AD;TECSD1;Deployable Solutions Engineering;4289;HAMBURG;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;01.10.2018;1;1;DE;;DE;VGUX301;Blagnac CASSIDIAN;XFA1;Etablis. de détach. : GIE CASSIDIAN;12002882;DE;;3;68033;;ZRO;Bundle Manager Test 6;9999936;STRACIATELLA;STRACIATELLA;STRACIATELLA;VGU-ciocolate;VGU CIOCAL;STR;;;;TOULOUSE;14.03.1977;1;DE;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099085;1;Active;AVAI;;1368;4369;;Toulouse;AD;AD;1368;Elbe-Flugzeugwerke GmbH;1368;Dresden;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;01.10.2018;1;1;RO;;RO;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;RO;;3;68033;;ZRO;Bundle Manager Test 7;9999937;STOLEN;STOLEN;STOLEN;VGU-Amande;VGU-AMANDE;STOL;SEC;pref;title;MELBOURNE;20.06.2000;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099086;1;Active;AVAI;;1455;9001;;Getafe;AD;AD;ZIOID;TESTS ExportFile02;1455;Getafe;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;ES;;ES;VGUY00M;Firenze AUSTRALIA;XFA1;Etablis. ITALY;12002882;ES;;3;68033;;ZRO;Bundle Manager Test 8;9999938;CREPE;CREPE;CREPE;VGU-FLEUR ORANGER;VGU-FLEUR ORANGER;CREPE SUZETTE;second;pref;title;Venezia;20.06.1983;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099087;1;Active;AVAI;;428901;1488;;HAMBURG;AD;AD;ZIOID;TESTS ExportFile02;428901;HAMBURG;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;DE;;DE;VGUY00M;Firenze AUSTRALIA;XFA1;Etablis. ITALY;12002882;DE;;3;68033;;ZRO;Bundle Manager Test 8;9999939;TRIANON;TRIANON;TRIANON;VGU-Noisette;VGU-NOISETTE;TRIAN;second;pref;title;Venezia;20.06.1985;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
300001;C;Active;AVAI;;BA02;BA02;;Toulouse;AI;AI;TOMBF1;System Installation IFA Sevilla;BA02;Sevilla;AI;AI;0;;10214593;1002403;1630108;670500;01.09.2004;;1;1;DE;;FR;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;3001;BOSCH;BOSCH;BOSCH;Jérôme;Jérôme;BOSCH;;;;Bois-le-duc;09.10.1980;1;PB;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
300002;C;Active;AVAI;;2892;2892;;Toulouse;AI;AI;TOMBF23;System Installation IFA Sevilla;2892;Sevilla;AI;AI;0;;10214593;1002404;1630109;670500;01.09.2004;;1;1;DE;;US;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;3002;BRUEGHEL;BRUEGHEL;BRUEGHEL;Peter;Peter;BRUEGHEL;;;;Bruxelles;09.10.1981;1;BE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
99099070;1;Active;AVAI;;1202;1202;;SYDNEY;AD;AD;VGUZIOI;VGU TESTS 2;1202;Sydney;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;AU;;AU;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;AU;;3;68033;;ZRO;Bundle Manager Test 6;9999970;Glace;GLACE;GLACE;VGU-Fraise;VGU FRAISE;GLASSE;second;pref;title;MELBOURNE;20.06.1977;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099071;1;Active;AVAI;;1253;1253;;PISE;AD;AD;VGUZIOI;VGU TESTS 3;1253;Pise;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;IT;;IT;VGUY00M;Firenze AUSTRALIA;XFA1;Etablis. ITALY;12002882;IT;;3;68033;;ZRO;Bundle Manager Test 7;9999971;CAKE;CAKE;CAKE;VGU-Raisin;VGU-RAISIN;CAQUE;second;pref;title;Venezia;20.06.1980;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099072;1;Active;AVAI;;4289;10;;Friedrichshafen;AD;AD;TECSD1;Deployable Solutions Engineering;4289;HAMBURG;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;DE;;DE;VGUX301;Blagnac CASSIDIAN;XFA1;Etablis. de détach. : GIE CASSIDIAN;12002882;DE;;3;68033;;ZRO;Bundle Manager Test 6;9999972;CREME;CREME;CREME;VGU-ciocolate;VGU CIOCALATE;CREME;SECOND;PREF;TITLE;TOULOUSE;14.03.1977;1;DE;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099073;1;Active;AVAI;;1368;4369;;Toulouse;AD;AD;1368;Elbe-Flugzeugwerke GmbH;1368;Dresden;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;RO;;RO;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;RO;;3;68033;;ZRO;Bundle Manager Test 7;9999973;FINANCIER;FINANCIER;FINANCIER;VGU-Amande;VGU-AMANDE;FINAN;FIN;PREF;Title;MELBOURNE;20.06.2000;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99094444;A;Active;NOAU;;1455;AI;;Madrid;AD;AD;TZ1;Transfer OUT ADS _ 9001;1155;Bremen;AI;AI;0;;10426355;;0;61103410;20.07.2009;;1;0;ES;;FR;780;AD Expatriados;ME08;Airbus DS Expatriados;12000899;DE;;1;4090767;;ZRO;Generic Position Transfer OUT ADS _ 9001;55550;RAMBO;RAMBO;;Jeje;Jeje;Rambo;;;;CADIZ;04.05.1980;1;ES;;;Mr;;05.08.2009;21.07.2009;0;MT;HQ;;;9999999
99094445;1;Active;AVAI;;1161;1161;;Augsburg;AI;AI;POAZ21;Manufacturing Engineering & NPI;1161;Augsburg;AI;AI;0;;71676392;27415370;27414317;101384;03.02.1997;;1;1;DE;;DE;B861;Augsburg;YDDA;Premium AEROTEC GmbH;12002442;;;1;;;ZRO;Mfg.Eng. Configuration Management;55551;TYSON;TYSON;;Jacques;JACQUES;TYSON;;;;Augsburg;15.10.1973;1;DE;;;Mr;;07.08.2007;20.12.2005;0;PA;PA;;;12
99094446;C;Active;AVAI;;2886;2886;;Bremen;AI;AI;TOMBF2;System Installation IFA Sevilla;2886;Sevilla;AI;AI;0;;10214593;1002402;1630107;670498;01.09.2004;;1;1;DE;;SG;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;55552;RYNER;RYNER;RYNER;Alexander;ALEXANDER;RYNER;;;;Bremen;09.10.1982;1;DE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
99094447;1;Active;AVAI;;3510;2922;;Vitrolles;AI;AI;ZIOI;Personal Administration Marignane;1466;Vitrolles;EC;EC;1;EPS France;10311560;45516933;122262;CA00010416;01.10.2010;;1;1;FR;;FR;X005;EUROSUD;XFH6;Airbus SAS Tlse Siège;12006828;FR;;2;45520063;;ZRO;Personnel Administration;55553;BOBBY;BOBBY;Bobby;Sachi;Sachi;Bobby;;;;VILLERUPT;21.06.1998;2;FR;;;Mrs;;14.10.2010;13.10.2010;0;;;;;3
99094448;1;Active;AVAI;;1555;1;;Oberkochen;AD;AD;_HOOEK;;1555;Oberkochen;AD;AD;0;;99999999;;0;4040;01.05.2012;;1;0;DE;;DE;A737;Oberkochen;DD74;HENSOLDT Optronics GmbH;71119235;;;4;;;ZRO;;55554;SCHWARZY;SCHWARZY;;Marie;MARIE;SCHWARZY;;;;Lahr/Schwarzwald;05.01.1979;1;DE;;;Mr;;08.01.2014;19.12.2013;0;CN;CN;;;
99094449;1;Active;AVAI;;1555;1;;Oberkochen;AD;AD;_HOOEK;;1555;Oberkochen;AD;AD;0;;99999999;;0;4040;01.05.2012;;0;0;DE;;DE;A737;Oberkochen;DD74;HENSOLDT Optronics GmbH;71119235;;;4;;;ZRO;;55552;RYNER;RYNER;;Alexander;Alexander;RYNER;;;;Lahr/Schwarzwald;05.01.1979;1;DE;;;Mr;;08.01.2014;19.12.2013;0;CN;CN;;;
300003;C;Active;AVAI;;4231;4231;;Toulouse;EC;EC;TOMBT01;System Installation Toulouse;4231;Sevilla;EC;EC;0;;10214593;1002403;1630108;670500;01.09.2004;;1;1;DE;;US;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;3003;VAN EYCK;VAN EYCK;VAN EYCK;Jan;Jan;VAN EYCK;;;;Bois-le-duc;09.10.1985;1;PB;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
300004;C;Active;AVAI;;1278;1278;;Toulouse;EC;AI;TOMBT02;System InstallationToulouse;1278;Sevilla;AI;EC;0;;10214593;1002404;1630109;670500;01.09.2004;;1;1;DE;;IN;145;Sevilla;AD66;Airbus Defence and Space GmbH;12003489;DE;;1;1002574;;ZRO;Electrician Installation;3004;DÜRER;DÜRER;DÜRER;Albrecht;Albrecht;DÜRER;;;;Bruxelles;09.10.1984;1;BE;;;Mr;;03.07.2006;28.06.2004;0;MT;;;;12
300005;A;Active;AVAI;;4366;D001;;Hamburg;AD;AD;DPT;Depart Toulouse;D001;Toulouse;AD;AD;0;;12020173;112;0;940910;01.11.2015;;1;0;DE;;FR;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;3005;BANKSY;BANKSY;BANKSY;Sans;Sans;BANKSY;;;;Paris;16.08.1988;2;FR;;;Mr;;10.11.2011;02.05.2011;0;;MT;;;11
300006;A;Active;AVAI;;AC04;DEFS;;Hamburg;AD;AD;DPL;Depart London;DEFS;London;AD;AD;0;;12020175;114;0;940910;01.11.2016;;1;0;DE;;GB;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;3006;DALI;DALI;DALI;Salvador;Salvador;DALI;;;;Barcelone;16.08.1986;2;FR;;;Mr;;10.11.2011;02.05.2011;0;;MT;;;13
300007;A;Active;AVAI;;AC04;DEFS;;Hamburg;AD;AD;DPL;Depart London;DEFS;London;AD;AD;0;;12020175;114;0;940910;01.11.2016;;1;0;DE;;GB;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;3007;O'Rorke;O'Rorke;O'Rorke;Dickey;Dickey;O'Rorke;;;;Berlin;16.08.1986;2;IR;;;Mr;;10.11.2011;02.05.2011;0;;MT;;;13
300008;A;Active;AVAI;;4366;D001;;Hamburg;AD;AD;DPT;Depart Toulouse;D001;Toulouse;AD;AD;0;;12020173;112;0;940910;01.11.2015;;1;0;DE;;FR;106;AD Sevilla - ES;AD10;AD HAMBURG;10014251;ES;;1;1042136;;ZRO;Position;3008;RUBENS;RUBENS;RUBENS;Pierre Paul;Pierre Paul;RUBENS;;;;Paris;16.08.1988;2;FR;;;Mr;;10.11.2011;02.05.2011;0;;MT;;;11
99094888;1;Active;AVAI;;1455;9001;;Getafe;AD;AD;ZIOID;TESTS ExportFile02;1455;Getafe;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;ES;;ES;VGUY00M;Firenze AUSTRALIA;XFA1;Etablis. ITALY;12002882;ES;;3;68033;;ZRO;Bundle Manager Test 8;44444555;CREPE2;CREPE2;CREPE2;ABR-FLEUR ORANGER;ABR-FLEUR ORANGER;CREPE SUZETTE;second;pref;title;Venezia;20.06.1983;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99094889;1;Active;AVAI;;1368;4369;;Toulouse;AD;AD;1368;Elbe-Flugzeugwerke GmbH;1368;Dresden;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;RO;;RO;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;RO;;3;68033;;ZRO;Bundle Manager Test 7;44444556;FINANCIER2;FINANCIER2;FINANCIER2;ABR-Amande;ABR-AMANDE;FINAN;FIN;PREF;Title;MELBOURNE;20.06.2000;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
30009;1;Active;AVAI;;4231;4231;;Donauwörth;EC;EC;ETXSP01;TRAINING & MISSION PREP. PRODUCTS;2051;Schrobenhausen;EC;EC;0;CEO;71634239;27415004;27700400;5311;01.04.2007;;1;1;DE;;US;B832;onauwörth;FD30;Airbus Helicopters DE GmbH;71302585;DE;;1;;;MNR;Developt of simu. & virtualization means;3009;BOTICE'LLI;BOTICE'LLI;;Sandro;Sandro;BOTICE'LLI;;;;Sulz am Neckar;09.01.1985;1;DE;;;Mr;;07.08.2007;19.03.2007;0;;CN;;;10
30010;1;Active;AVAI;;5404;DEFS;;Donauwörth;AD;AD;ETXSP02;MISSION  PRODUCTS;2051;Schrobenhausen;AD;AD;0;CEO;71634239;27415004;27700400;5311;01.04.2007;;1;1;DE;;GB;B832;onauwörth;FD30;Airbus Helicopters DE GmbH;71302585;DE;;1;;;MNR;Developt of simu. & virtualization means;3010;CEZ'NN'E;CEZ'NNE;;Paul;Paul;CEZ'NNE;;;;Sulz am Neckar;09.01.1986;1;DE;;;Mr;;07.08.2007;19.03.2007;0;;CN;;;10
30011;1;Active;AVAI;;1278;1278;;Donauwörth;EC;EC;ETXSP03;TRAINING PRODUCTS;2051;Schrobenhausen;EC;EC;0;CEO;71634239;27415004;27700400;5311;01.04.2007;;1;1;DE;;IN;B832;onauwörth;FD30;Airbus Helicopters DE GmbH;71302585;DE;;1;;;MNR;Developt of simu. & virtualization means;3011;DEGAS;DEGAS;;Edgar;Edgar;DEGAS;;;;Sulz am Neckar;09.01.1987;1;DE;;;Mr;;07.08.2007;19.03.2007;0;;CN;;;10
30012;1;Active;AVAI;;2892;2892;;Donauwörth;AI;AI;ETXSP04; PRODUCTS;2051;Schrobenhausen;AI;AI;0;CEO;71634239;27415004;27700400;5311;01.04.2007;;1;1;DE;;US;B832;Donauwörth;FD30;Airbus Helicopters DE GmbH;71302585;DE;;1;;;MNR;Developt of simu. & virtualization means;3012;GAUGIN;GAUGIN;;Paul;Paul;GAUGIN;;;;Brest;09.01.1987;1;FR;;;Mr;;07.08.2007;19.03.2007;0;;CN;;;10
30013;1;Active;AVAI;;3370;3370;;Vitrolles;AI;AI;HBOFA101;Personal Administration Marignane;1466;Vitrolles;AI;AI;1;EPS France;10311560;45516933;122262;CA00010416;01.10.2010;;1;1;FR;;CA;X005;EUROSUD;XFH6;Airbus SAS Tlse Siège;12006828;FR;;2;45520063;;ZRO;Personnel Administration;3013;GOYA;GOYA;GOYA;Fransico;Fransico;GOYA;;;;Madrid;02.02.1963;2;FR;;;Mr;;14.10.2010;13.10.2010;0;;;;;3
30014;1;Active;AVAI;;1250;1250;;Elancourt;AI;AI;TCSF02;Strategic Development;1156;Suresnes;AI;AI;0;;10237208;42800143;48037427;1012;05.04.2008;;1;1;FR;;RO;S103;Elancourt;SFA3;Airbus Defence Space Elancourt;71112413;FR;;1;42800173;;ZRO;Secretary-Assistant;3014;DELACROIX;DELACROIX;DELACROIX;Eugène;Eugène;DELACROIX;;;;PARIS;12.07.1975;2;FR;;;Mr;;29.05.2008;18.04.2008;0;AS;HQ;;;10
30015;1;Active;AVAI;;1513;1513;;Vitrolles;EC;EC;HBOFA101;Deployable Solutions Engineering;1466;Vitrolles;EC;EC;1;EPS France;10311560;45516933;122262;CA00010416;01.10.2010;;1;1;FR;;JP;X005;EUROSUD;XFH6;Airbus SAS Tlse Siège;12006828;FR;;2;45520063;;ZRO;Personnel Administration;3015;MANET;MANET;MANET;Edouard;Edouard;MANET;;;;VILLERUPT;02.02.1965;2;FR;;;Mr;;14.10.2010;13.10.2010;0;;;;;3
30016;1;Active;AVAI;;3823;3823;;Elancourt;AD;AD;TCSF03;Strategic Development;1156Deployable Solutions Engineering;Suresnes;AD;AD;0;;10237208;42800143;48037427;1012;05.04.2008;01.09.2018;1;1;FR;;FR;S103;Elancourt;SFA3;Airbus Defence Space Elancourt;71112413;FR;;1;42800173;;ZRO;Secretary-Assistant;3016;PICASSO;PICASSO;PICASSO;Pablo;Pablo;PICASSO;;;;Barcelone;12.07.1975;2;FR;;;Mr;;29.05.2008;18.04.2008;0;AS;HQ;;;10
30017;1;Active;AVAI;;1093;1093;;Vitrolles;EC;EC;HBOFA102;Deployable Solutions ;1466;Vitrolles;EC;EC;1;EPS France;10311560;45516933;122262;CA00010416;01.10.2010;02.10.2018;1;1;FR;;UY;X005;EUROSUD;XFH6;Airbus SAS Tlse Siège;12006828;FR;;2;45520063;;ZRO;Personnel Administration;3017;TURNER;TURNER;TURNER;WIlliam;William;TURNER;;;;London;02.02.1963;2;FR;;;Mr;;14.10.2010;13.10.2010;0;;;;;3
30018;1;Active;AVAI;;1083;1083;;Elancourt;EC;EC;TCSF04;Engineering;1156;Suresnes;EC;EC;0;;10237208;42800143;48037427;1012;05.04.2008;18.10.2018;1;1;FR;;KR;S103;Elancourt;SFA3;Airbus Defence Space Elancourt;71112413;FR;;1;42800173;;ZRO;Secretary-Assistant;3018;VERMEER;VERMEER;VERMEER;Jan;Jan;VERMEER;;;;Amsterdam;12.07.1975;2;FR;;;Mr;;29.05.2008;18.04.2008;0;AS;HQ;;;10
99099071;1;Active;AVAI;;1368;4369;;Toulouse;AD;AD;1368;Elbe-Flugzeugwerke GmbH;1368;Dresden;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;30.12.2018;1;1;RO;;RO;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;RO;;3;68033;;ZRO;Bundle Manager AIRID;9999941;BEIGNET;BEIGNET;BEIGNET;VGU-Pomme;VGU-POMME;BEN;SEC;pref;title;MELBOURNE;20.06.2000;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099100;1;Active;AVAI;;2855;ASTR;;Bremen;AD;AD;VGUZIO;VGU TESTS;2855;Bremen;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;30.10.2018;1;1;GB;;GB;VGUX301;Blagnac ASTRIUM;XFA1;Etablis. de détach. : GIE ASTRIUM;12002882;GB;;3;68033;;ZRO;Bundle Manager Test 5;9999942;NEWTIRAMISU;NEWTIRAMISU;NEWTIRAMISU;VGU-Rhum;;;;;;TOULOUSE;14.03.1977;1;DE;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099101;1;Active;AVAI;;1202;1202;;SYDNEY;AD;AD;VGUZIOI;VGU TESTS 2;1202;Sydney;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;30.10.2018;1;1;AU;;FR;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;AU;;3;68033;;ZRO;Bundle Manager Test 6;9999943;NEWGELATI;NEWGELATI;NEWGELATI;VGU-Fraise;;;;;;MELBOURNE;20.06.1977;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
5758882;1;Active;AVAI;;1200;1200;;Bangalore;AI;AI;TC;DSE;1156;Suresnes;EC;EC;0;;10237208;42800143;48037427;1012;05.04.2009;05.04.2020;1;0;FR;;IN;S103;Elancourt;SFA3;Airbus Defence Space Elancourt;71112413;FR;;1;42800173;;ZRO;Secretary-Assistant;216572;LNRET3;ILNRET3;;FNRET3;IFNRET3;PLNRET3;SLNRET3;Prefix;title;Amsterdam;12.07.1975;2;IN;CA;Initials;Mr;RET3;29.05.2008;18.04.2008;0;AS;HQ;;;10
5758887;1;Active;AVAI;;1161;1161;;Varel;AI;AI;TC;DSE;1156;Suresnes;EC;EC;0;;10237208;42800143;48037427;1012;05.04.2008;05.04.2020;1;0;FR;;DE;S103;Elancourt;SFA3;Airbus Defence Space Elancourt;71112413;FR;;1;42800173;;ZRO;Secretary-Assistant;216577;LNRET7;ILNRET7;;FNRET7;IFNRET7;PLNRET7;SLNRET7;Prefix;title;Amsterdam;12.07.1975;2;IN;CA;Initials;Mr;RET7;29.05.2008;18.04.2008;0;AS;HQ;;;10
99099102;1;Active;AVAI;;1202;1202;;SYDNEY;AD;AD;VGUZIOI;VGU TESTS 2;1202;Sydney;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;15.10.2018;1;1;AU;;AU;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;AU;;3;68033;;ZRO;Bundle Manager Test 6;9999944;NEWGELATI2;NEWGELATI2;NEWGELATI2;VGU-Coco;VGU-COCO;;;;;MELBOURNE;20.06.1977;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99099103;1;Active;AVAI;;3510;2922;;Toulouse;AI;AI;HBCB;Group schemes&benefits;4231;COLUMBUS;EC;EC;0;;80115412;72730;214469;VGU10;01.01.2000;31.12.2018;1;1;IT;;FR;Y00M;AIRBUS HELICO US;ZIOIC;ISLE JOURDAIN;71001757;;;1;9090937;;EXC;Bundle Manager 3;9999929;NEWHORTENSIA;HORTENSIA;HORTEN;VGU-Violet;VGU-VIOLET;HORTENSIA;;;;PARIS;20.06.1983;2;IT;;;Mrs;;14.11.2005;24.11.2003;0;SG;SG;;;12
99999888;1;Active;AVAI;;1455;9001;;Getafe;AD;AD;ZIOID;TESTS ExportFile02;1455;Getafe;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;ES;;ES;VGUY00M;Firenze AUSTRALIA;XFA1;Etablis. ITALY;12002882;ES;;3;68033;;ZRO;Bundle Manager Test 8;22222221;TESTPRIMARYPIR1;TESTPRIMARYPIR1;TESTPRIMARYPIR1;TwelveOct;TwelveOct;TESTPRIMARYPIR1 SUZETTE;second;pref;title;Venezia;20.06.1983;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99999889;1;Active;AVAI;;428901;1488;;HAMBURG;AD;AD;ZIOID;TESTS ExportFile02;428901;HAMBURG;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;DE;;DE;VGUY00M;Firenze AUSTRALIA;XFA1;Etablis. ITALY;12002882;DE;;3;68033;;ZRO;Bundle Manager Test 8;22222222;TESTPRIMARYPIR2;TESTPRIMARYPIR2;TESTPRIMARYPIR2;TwelveOct;TwelveOct;TESTPRIMARYPIR2;second;pref;title;Venezia;20.06.1985;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99999890;1;Active;AVAI;;1202;1202;;SYDNEY;AD;AD;VGUZIOI;VGU TESTS 2;1202;Sydney;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;AU;;AU;VGUYOOM;Blagnac AUSTRALIA;XFA1;Etablis. AUSTRALIA;12002882;AU;;3;68033;;ZRO;Bundle Manager Test 6;22222223;TESTPRIMARYPIR3;TESTPRIMARYPIR3;TESTPRIMARYPIR3;TwelveOct;TwelveOct;TESTPRIMARYPIR3;second;pref;title;MELBOURNE;20.06.1977;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
99999891;1;Active;AVAI;;1253;1253;;PISE;AD;AD;VGUZIOI;VGU TESTS 3;1253;Pise;AD;AD;0;;80139092;16465;202626;515-10;01.01.2000;11.10.2018;1;1;IT;;IT;VGUY00M;Firenze AUSTRALIA;XFA1;Etablis. ITALY;12002882;IT;;3;68033;;ZRO;Bundle Manager Test 7;22222224;TESTPRIMARYPIR4;TESTPRIMARYPIR4;TESTPRIMARYPIR4;TwelveOct;TwelveOct;CAQUE;second;pref;title;Venezia;20.06.1980;1;IT;ES;INITIALS;Miss;PREF_NAME;10.03.2009;22.12.2008;0;AT;AT;;;12
